Link, Anchor Text
"https://en.wikipedia.org/wiki/Aptronym#cite_note-11", [11]
"https://en.wikipedia.org/wiki/Usain_Bolt", Usain Bolt
"https://en.wikipedia.org/wiki/Aptronym#cite_note-12", [12]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-:0-13", [13]
"https://en.wikipedia.org/wiki/Doug_Bowser", Doug Bowser
"https://en.wikipedia.org/wiki/Nintendo_of_America", Nintendo of America
"https://en.wikipedia.org/wiki/Bowser", Bowser
"https://en.wikipedia.org/wiki/Aptronym#cite_note-14", [14]
"https://en.wikipedia.org/wiki/Russell_Brain,_1st_Baron_Brain", Russell Brain, 1st Baron Brain
"https://en.wikipedia.org/wiki/Aptronym#cite_note-15", [15]
"https://en.wikipedia.org/wiki/Rosalind_Brewer", Rosalind Brewer
"https://en.wikipedia.org/wiki/Starbucks", Starbucks
"https://en.wikipedia.org/wiki/Molson_Coors_Brewing_Company", Molson Coors Brewing Company
"https://en.wikipedia.org/wiki/Aptronym#cite_note-16", [16]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-17", [17]
"https://en.wikipedia.org/wiki/Christopher_Coke", Christopher Coke
"https://en.wikipedia.org/wiki/Cocaine", cocaine
"https://en.wikipedia.org/wiki/Aptronym#cite_note-18", [18]
"https://en.wikipedia.org/wiki/Margaret_Court", Margaret Court
"https://en.wikipedia.org/wiki/Tennis", tennis
"https://en.wikipedia.org/wiki/Thomas_Crapper", Thomas Crapper
"https://en.wikipedia.org/wiki/Aptronym#cite_note-19", [19]
"https://en.wikipedia.org/wiki/Kutter_Crawford", Kutter Crawford
"https://en.wikipedia.org/wiki/Cut_fastball", cutter
"https://en.wikipedia.org/wiki/Aptronym#cite_note-20", [20]
"https://en.wikipedia.org/wiki/Mark_De_Man", Mark De Man
"https://en.wikipedia.org/wiki/Aptronym#cite_note-21", [21]
"https://en.wikipedia.org/wiki/Josh_Earnest", Josh Earnest
"https://en.wikipedia.org/wiki/White_House_Press_Secretary", White House Press Secretary
"https://en.wikipedia.org/wiki/Obama_administration", Obama administration
"https://en.wikipedia.org/wiki/Aptronym#cite_note-Politico-22", [22]
"https://en.wikipedia.org/wiki/Richard_Fairbank", Rich Fairbank
"https://en.wikipedia.org/wiki/Capital_One", Capital One
"https://en.wikipedia.org/wiki/Aptronym#cite_note-23", [23]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-Starling2017-24", [24]
"https://en.wikipedia.org/wiki/Cecil_Fielder", Cecil Fielder
"https://en.wikipedia.org/wiki/Prince_Fielder", Prince Fielder
"https://en.wikipedia.org/wiki/Baseball_positions", fielder
"https://en.wikipedia.org/wiki/Aptronym#cite_note-25", [25]
"https://en.wikipedia.org/wiki/Bob_Flowerdew", Bob Flowerdew
"https://en.wikipedia.org/wiki/Aptronym#cite_note-26", [26]
"https://en.wikipedia.org/wiki/Amy_Freeze", Amy Freeze
"https://en.wikipedia.org/wiki/Aptronym#cite_note-slate-27", [27]
"https://en.wikipedia.org/wiki/William_Headline", William Headline
"https://en.wikipedia.org/wiki/CNN", CNN
"https://en.wikipedia.org/wiki/Aptronym#cite_note-28", [28]
"https://en.wikipedia.org/wiki/Fielder_Jones", Fielder Jones
"https://en.wikipedia.org/wiki/Aptronym#cite_note-29", [29]
"https://en.wikipedia.org/wiki/Igor_Judge,_Baron_Judge", Igor Judge
"https://en.wikipedia.org/wiki/Lord_Chief_Justice_of_England_and_Wales", Lord Chief Justice
"https://en.wikipedia.org/wiki/Aptronym#cite_note-30", [30]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-Furness2012-31", [31]
"https://en.wikipedia.org/wiki/Rem_Koolhaas", Rem Koolhaas
"https://en.wikipedia.org/wiki/Aptronym#cite_note-32", [32]
"https://en.wikipedia.org/wiki/John_Laws_(judge)", John Laws
"https://en.wikipedia.org/wiki/Lord_Justice_of_Appeal", Lord Justice of Appeal
"https://en.wikipedia.org/wiki/Richard_and_Mildred_Loving", Richard and Mildred Loving
"https://en.wikipedia.org/wiki/Loving_v._Virginia", Loving v. Virginia
"https://en.wikipedia.org/wiki/Interracial_marriage", interracial marriage
"https://en.wikipedia.org/wiki/Aptronym#cite_note-33", [33]
"https://en.wikipedia.org/wiki/Auguste_and_Louis_Lumi%C3%A8re", Auguste and Louis Lumière
"https://en.wikipedia.org/wiki/Aptronym#cite_note-34", [34]
"https://en.wikipedia.org/wiki/Chris_Moneymaker", Chris Moneymaker
"https://en.wikipedia.org/wiki/2003_World_Series_of_Poker", 2003 World Series of Poker
"https://en.wikipedia.org/wiki/Aptronym#cite_note-35", [35]
"https://en.wikipedia.org/wiki/Eugenius_Outerbridge", Eugenius Outerbridge
"https://en.wikipedia.org/wiki/Port_Authority_of_New_York_and_New_Jersey", Port Authority of New York and New Jersey
"https://en.wikipedia.org/wiki/Outerbridge_Crossing", Outerbridge Crossing
"https://en.wikipedia.org/wiki/Aptronym#cite_note-36", [36]
"https://en.wikipedia.org/wiki/Josh_Outman", Josh Outman
"https://en.wikipedia.org/wiki/Aptronym#cite_note-goldberg-37", [37]
"https://en.wikipedia.org/wiki/Eugene_Profit", Eugene Profit
"https://en.wikipedia.org/wiki/American_football", American football
"https://en.wikipedia.org/wiki/Profit_Investment_Management", Profit Investment Management
"https://en.wikipedia.org/wiki/Aptronym#cite_note-38", [38]
"https://en.wikipedia.org/wiki/Francine_Prose", Francine Prose
"https://en.wikipedia.org/wiki/Aptronym#cite_note-39", [39]
"https://en.wikipedia.org/wiki/Jonathan_Quick", Jonathan Quick
"https://en.wikipedia.org/wiki/Los_Angeles_Kings", Los Angeles Kings
"https://en.wikipedia.org/wiki/National_Hockey_League", National Hockey League
"https://en.wikipedia.org/wiki/Aptronym#cite_note-40", [40]
"https://en.wikipedia.org/wiki/Corona_Rintawan", Corona Rintawan
"https://en.wikipedia.org/wiki/Muhammadiyah", Muhammadiyah
"https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Indonesia", COVID-19 (coronavirus) pandemic
"https://en.wikipedia.org/wiki/Aptronym#cite_note-Jakarta_Post_Swaragita-41", [41]
"https://en.wikipedia.org/wiki/Bob_Rock", Bob Rock
"https://en.wikipedia.org/wiki/Metallica", Metallica
"https://en.wikipedia.org/wiki/Aerosmith", Aerosmith
"https://en.wikipedia.org/wiki/Aptronym#cite_note-42", [42]
"https://en.wikipedia.org/wiki/Dennis_Rodman", Dennis Rodman
"https://en.wikipedia.org/wiki/Aptronym#cite_note-43", [43]
"https://en.wikipedia.org/wiki/Tennys_Sandgren", Tennys Sandgren
"https://en.wikipedia.org/wiki/Aptronym#cite_note-44", [44]
"https://en.wikipedia.org/wiki/Marilyn_vos_Savant", Marilyn vos Savant
"https://en.wikipedia.org/wiki/Intelligence_quotient", IQ
"https://en.wiktionary.org/wiki/savant", savant
"https://en.wikipedia.org/wiki/Aptronym#cite_note-45", [45]
"https://en.wikipedia.org/wiki/Larry_Speakes", Larry Speakes
"https://en.wikipedia.org/wiki/White_House", White House
"https://en.wikipedia.org/wiki/President_of_the_United_States", President
"https://en.wikipedia.org/wiki/Ronald_Reagan", Ronald Reagan
"https://en.wikipedia.org/wiki/Aptronym#cite_note-46", [46]
"https://en.wikipedia.org/wiki/Scott_Speed", Scott Speed
"https://en.wikipedia.org/wiki/Formula_One", Formula One
"https://en.wikipedia.org/wiki/Formula_E", Formula E
"https://en.wikipedia.org/wiki/Aptronym#cite_note-47", [47]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-48", [48]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-49", [49]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-50", [50]
"https://en.wikipedia.org/wiki/George_Francis_Train", George Francis Train
"https://en.wikipedia.org/wiki/Marijuana_Pepsi_Vandyck", Marijuana Pepsi Vandyck
"https://en.wikipedia.org/wiki/Aptronym#cite_note-51", [51]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-52", [52]
"https://en.wikipedia.org/wiki/Walter_Washington", Walter Washington
"https://en.wikipedia.org/wiki/African_Americans", African American
"https://en.wikipedia.org/wiki/Washington,_D.C.", Washington, D.C.
"https://en.wikipedia.org/wiki/Anthony_Weiner", Anthony Weiner
"https://en.wikipedia.org/wiki/Sexting", sexting
"https://en.wikipedia.org/wiki/John_Minor_Wisdom", John Minor Wisdom
"https://en.wikipedia.org/wiki/William_Wordsworth", William Wordsworth
"https://en.wikipedia.org/wiki/British_copyright_law", British copyright law
"https://en.wikipedia.org/wiki/Aptronym#cite_note-53", [53]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-54", [54]
"https://en.wikipedia.org/wiki/Early_Wynn", Early Wynn
"https://en.wikipedia.org/wiki/300_win_club", 300 win club
"https://en.wikipedia.org/wiki/Aptronym#cite_note-55", [55]
"https://en.wikipedia.org/wiki/Tiger_Woods", Tiger Woods
"https://en.wikipedia.org/wiki/Wood_(golf)", wood
"https://en.wikipedia.org/wiki/Aptronym#cite_note-56", [56]
"https://en.wikipedia.org/w/index.php?title=Aptronym&action=edit&section=3", edit
"https://en.wikipedia.org/wiki/Irony", ironic
"https://en.wikipedia.org/wiki/Gene_Weingarten", Gene Weingarten
"https://en.wikipedia.org/wiki/The_Washington_Post", The Washington Post
"https://en.wikipedia.org/wiki/Aptronym#cite_note-57", [57]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-:1-58", [58]
"https://en.wikipedia.org/wiki/Grant_Balfour", Grant Balfour
"https://en.wikipedia.org/wiki/Aptronym#cite_note-59", [59]
"https://en.wikipedia.org/wiki/Frank_Beard_(musician)", Frank Beard
"https://en.wikipedia.org/wiki/ZZ_Top", ZZ Top
"https://en.wikipedia.org/wiki/Aptronym#cite_note-60", [60]
"https://en.wikipedia.org/wiki/Don_Black_(white_supremacist)", Don Black
"https://en.wikipedia.org/wiki/White_supremacist", white supremacist
"https://en.wikipedia.org/wiki/Peter_Bowler_(cricketer)", Peter Bowler
"https://en.wikipedia.org/wiki/Cricket", cricketer
"https://en.wikipedia.org/wiki/Batsman", batsman
"https://en.wikipedia.org/wiki/Samuel_Foote", Samuel Foote
"https://en.wikipedia.org/wiki/Aptronym#cite_note-61", [61]
"https://en.wikipedia.org/wiki/Food_for_the_Poor", Food for the Poor
"https://en.wikipedia.org/wiki/Aptronym#cite_note-62", [62]
"https://en.wikipedia.org/wiki/Aptronym#cite_note-63", [63]
"https://en.wikipedia.org/wiki/Danielle_Outlaw", Danielle Outlaw
"https://en.wikipedia.org/wiki/Aptronym#cite_note-64", [64]
"https://en.wikipedia.org/wiki/Larry_Playfair", Larry Playfair
"https://en.wikipedia.org/wiki/NHL", NHL
"https://en.wikipedia.org/wiki/Fighting_in_ice_hockey", fighting
"https://en.wikipedia.org/wiki/Aptronym#cite_note-65", [65]
"https://en.wikipedia.org/wiki/Jaime_Sin", Jaime Sin
"https://en.wikipedia.org/wiki/Catholic_Church", Catholic
"https://en.wikipedia.org/wiki/Prelate", prelate
"https://en.wikipedia.org/wiki/Cardinal_(Catholicism)", cardinal
"https://en.wikipedia.org/wiki/Seven_deadly_sins", Cardinal Sin
"https://en.wikipedia.org/wiki/Bob_Walk", Bob Walk
"https://en.wikipedia.org/wiki/Aptronym#cite_note-66", [66]
"https://en.wikipedia.org/w/index.php?title=Aptronym&action=edit&section=4", edit
"https://en.wikipedia.org/wiki/-onym", -onym
"https://en.wikipedia.org/w/index.php?title=Aptronym&action=edit&section=5", edit
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-1", ^
"http://www.britannica.com/EBchecked/topic/30911/aptronym", "aptronym"
"https://web.archive.org/web/20090511032659/http://www.britannica.com/EBchecked/topic/30911/aptronym", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-2", ^
"https://www.google.com/books/edition/_/8ktiAAAAMAAJ?bsq=aptonym", The Study of Names: A Guide to the Principles and Topics
"https://en.wikipedia.org/wiki/ISBN_(identifier)", ISBN
"https://en.wikipedia.org/wiki/Special:BookSources/9780313283567", 9780313283567
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-3", ^
"https://archive.org/details/whatsinnamerefle00dick", What's in a Name? Reflections of an Irrepressible Name Collector
"https://en.wikipedia.org/wiki/Special:BookSources/0-87779-613-0", 0-87779-613-0
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-4", ^
"http://news.bbc.co.uk/today/hi/today/newsid_9664000/9664697.stm", "When the name fits the job"
"https://web.archive.org/web/20210327002843/http://news.bbc.co.uk/today/hi/today/newsid_9664000/9664697.stm", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-guardian_5-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-guardian_5-1", b
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-guardian_5-2", c
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-guardian_5-3", d
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-guardian_5-4", e
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-guardian_5-5", f
"https://www.theguardian.com/media/mind-your-language/2014/oct/31/mind-your-language-nominative-determinism", "Reckless by name, reckless by nature? (But at least he's not called Rich White)"
"https://en.wikipedia.org/wiki/TheGuardian.com", TheGuardian.com
"https://web.archive.org/web/20210307103120/https://www.theguardian.com/media/mind-your-language/2014/oct/31/mind-your-language-nominative-determinism", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-macmillan_6-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-macmillan_6-1", b
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-macmillan_6-2", c
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-macmillan_6-3", d
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-macmillan_6-4", e
"http://www.macmillandictionary.com/buzzword/entries/aptronym.html", "BuzzWord: Aptronym"
"https://web.archive.org/web/20170202042913/http://www.macmillandictionary.com/buzzword/entries/aptronym.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-7", ^
"https://books.google.com/books?id=Hus7DwAAQBAJ&q=lance+bass+aptronym&pg=PP28", "20 20 Smart Lists"
"https://en.wikipedia.org/wiki/Special:BookSources/9781635684766", 9781635684766
"https://web.archive.org/web/20220125062840/https://books.google.com/books?id=Hus7DwAAQBAJ&q=lance+bass+aptronym&pg=PP28", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-roberts_8-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-roberts_8-1", b
"https://books.google.com/books?id=gIuUDwAAQBAJ&q=millepied+aptronym&pg=PT63", Only in New York: An Exploration of the World's Most Fascinating, Frustrating, and Irrepressible City
"https://en.wikipedia.org/wiki/Special:BookSources/9780823281084", 9780823281084
"https://web.archive.org/web/20220125062840/https://books.google.com/books?id=gIuUDwAAQBAJ&q=millepied+aptronym&pg=PT63", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-9", ^
"https://www.sevendaysvt.com/vermont/aptronyms-2014-are-descriptive-monikers-coincidence-or-fate/Content?oid=2488690", "Aptronyms 2014: Are Descriptive Monikers Coincidence or Fate?"
"https://web.archive.org/web/20220125062844/https://www.sevendaysvt.com/vermont/aptronyms-2014-are-descriptive-monikers-coincidence-or-fate/Content?oid=2488690", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-10", ^
"https://www.forbes.com/sites/noahkirsch/2017/10/17/inside-titos-vodka-how-a-man-named-beveridge-built-a-2-5-billion-fortune/", "Inside Tito's Vodka: How A Man Named 'Beveridge' Built A $2.5 Billion Fortune"
"https://web.archive.org/web/20210819202028/https://www.forbes.com/sites/noahkirsch/2017/10/17/inside-titos-vodka-how-a-man-named-beveridge-built-a-2-5-billion-fortune/", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-11", ^
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-12", ^
"https://www.thoughtco.com/what-is-aptronym-names-1689129", "Aptronym - Definitions and Examples in English"
"https://web.archive.org/web/20180414174644/https://www.thoughtco.com/what-is-aptronym-names-1689129", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-:0_13-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-:0_13-1", b
"https://www.texasstandard.org/stories/whats-in-a-name-for-these-famous-texans-everything/", "What's In A Name? For These Famous Texans, Everything"
"https://web.archive.org/web/20210918211413/https://www.texasstandard.org/stories/whats-in-a-name-for-these-famous-texans-everything/", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-14", ^
"https://www.marketwatch.com/story/doug-bowser-and-other-people-whose-names-perfectly-fit-their-jobs-2019-02-22", "Doug Bowser & Other People Whose Names Perfectly Fit Their Jobs"
"https://web.archive.org/web/20190222210916/https://www.marketwatch.com/story/doug-bowser-and-other-people-whose-names-perfectly-fit-their-jobs-2019-02-22", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-15", ^
"https://books.google.com/books?id=tnxQCgAAQBAJ&q=early+wynn+aptronym&pg=PT37", Amazing Words: An Alphabetical Anthology of Alluring, Astonishing, Astounding, Bedazzling, Beguiling, Bewitching, Enchanting, Enthralling, Entrancing, Magical, Mesmerizing, Miraculous, Tantalizing, Tempting, and Transfixing Words
"https://en.wikipedia.org/wiki/Special:BookSources/9781936863310", 9781936863310
"https://web.archive.org/web/20220125062842/https://books.google.com/books?id=tnxQCgAAQBAJ&q=early+wynn+aptronym&pg=PT37", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-16", ^
"https://www.thestreet.com/story/14295568/1/starbucks-adds-fittingly-named-rosalind-brewer-sam-s-club-veteran-as-coo.html", "Starbucks Adds Fittingly Named Rosalind Brewer, Sam's Club Veteran, as COO"
"https://web.archive.org/web/20170914125146/https://www.thestreet.com/story/14295568/1/starbucks-adds-fittingly-named-rosalind-brewer-sam-s-club-veteran-as-coo.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-17", ^
"https://slate.com/news-and-politics/2006/05/wayne-schmuck-used-car-distributor.html", "Wayne Schmuck, Used-Car Distributor"
"https://web.archive.org/web/20170914082617/http://www.slate.com/articles/news_and_politics/chatterbox/2006/05/wayne_schmuck_usedcar_distributor.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-18", ^
"https://cityroom.blogs.nytimes.com/2011/09/01/when-a-persons-name-means-what-it-says/", "When a Person's Name Means What It Says"
"https://web.archive.org/web/20181203060041/https://cityroom.blogs.nytimes.com/2011/09/01/when-a-persons-name-means-what-it-says/", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-19", ^
"https://books.google.com/books?id=QQovEeLHVl0C&pg=PA137", Word Myths: Debunking Linguistic Urban Legends
"https://en.wikipedia.org/wiki/Special:BookSources/9780195375572", 9780195375572
"https://web.archive.org/web/20210819202028/https://books.google.com/books?id=QQovEeLHVl0C&pg=PA137", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-20", ^
"https://www.mlb.com/news/red-sox-draft-right-hander-kutter-crawford-c236459260", "Boston bets on righty from Sale's alma mater"
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-21", ^
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-Politico_22-0", ^
"http://www.politico.com/story/2014/06/jay-carney-stephen-colbert-quitter-comedy-central-108107.html", "Stephen Colbert to 'quitter' Jay Carney: Man up!"
"https://en.wikipedia.org/wiki/Politico", Politico
"https://web.archive.org/web/20150714120917/http://www.politico.com/story/2014/06/jay-carney-stephen-colbert-quitter-comedy-central-108107.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-23", ^
"http://fairbanking.org.uk/current-mark-holders-2018/", "Historic Mark Holders"
"https://web.archive.org/web/20200530114354/http://fairbanking.org.uk/current-mark-holders-2018/", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-Starling2017_24-0", ^
"https://books.google.com/books?id=LrMuDwAAQBAJ&pg=PT45", Identify Yourself: The Logo for Your Life
"https://en.wikipedia.org/wiki/Special:BookSources/978-1-5043-7658-7", 978-1-5043-7658-7
"https://web.archive.org/web/20210819202029/https://books.google.com/books?id=LrMuDwAAQBAJ&pg=PT45", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-25", ^
"https://www.ranker.com/list/famous-people-with-literal-names/jordan-love", "Famous People with Literal Names"
"https://web.archive.org/web/20180127182350/https://www.ranker.com/list/famous-people-with-literal-names/jordan-love", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-26", ^
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-slate_27-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-slate_27-1", b
"https://slate.com/human-interest/2016/03/how-trump-s-name-is-an-aptronym.html", "Do Our Names Shape Our Destinies? Trump's Might"
"https://web.archive.org/web/20161018234226/http://www.slate.com/blogs/lexicon_valley/2016/03/14/how_trump_s_name_is_an_aptronym.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-28", ^
"https://www.chicagotribune.com/news/ct-xpm-2008-10-23-0810220805-story.html", "WILLIAM HEADLINE: 1931 - 2008"
"https://web.archive.org/web/20190902052452/https://www.chicagotribune.com/news/ct-xpm-2008-10-23-0810220805-story.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-29", ^
"https://www.newspapers.com/clip/113311883/names-figure-in-sports-careers/", "Names Figure in Sports Careers"
"https://en.wikipedia.org/wiki/The_Spokesman-Review", The Spokesman-Review
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-30", ^
"https://www.telegraph.co.uk/news/uknews/law-and-order/10218954/Farewell-to-a-doughty-champion-of-liberty-and-the-public-interest.html", "Farewell to a doughty champion of liberty and the public interest"
"https://en.wikipedia.org/wiki/The_Daily_Telegraph", The Daily Telegraph
"https://en.wikipedia.org/wiki/ISSN_(identifier)", ISSN
"https://www.worldcat.org/issn/0307-1235", 0307-1235
"https://web.archive.org/web/20180106173311/http://www.telegraph.co.uk/news/uknews/law-and-order/10218954/Farewell-to-a-doughty-champion-of-liberty-and-the-public-interest.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-Furness2012_31-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-Furness2012_31-1", b
"https://www.telegraph.co.uk/news/newstopics/howaboutthat/9372754/Barclays-scandal-a-case-of-nominative-determinism.html", "Barclays scandal: a case of nominative determinism?"
"https://web.archive.org/web/20201028200446/https://www.telegraph.co.uk/news/newstopics/howaboutthat/9372754/Barclays-scandal-a-case-of-nominative-determinism.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-32", ^
"https://www.theglobeandmail.com/life/travel/destinations/rotterdams-renaissance-explore-the-city-of-the-futuretoday/article37478196/", "Rotterdam's renaissance: explore the city of the future today"
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-33", ^
"https://www.washingtonpost.com/archive/lifestyle/tv/1996/03/31/mr-and-mrs-loving/516969d3-69a3-41a4-8c2d-8535c3adce7c/", "MR. AND MRS. LOVING'"
"https://www.worldcat.org/issn/0190-8286", 0190-8286
"https://web.archive.org/web/20191111145132/https://www.washingtonpost.com/archive/lifestyle/tv/1996/03/31/mr-and-mrs-loving/516969d3-69a3-41a4-8c2d-8535c3adce7c/", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-34", ^
"http://www.artandpopularculture.com/Aptronym", "Aptronym"
"https://web.archive.org/web/20191009171840/http://www.artandpopularculture.com/Aptronym", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-35", ^
"https://www.nytimes.com/2003/05/25/us/a-player-called-money-wins-world-poker-title.html", "A Player Called 'Money' Wins World Poker Title"
"https://www.worldcat.org/issn/0362-4331", 0362-4331
"https://web.archive.org/web/20180106174927/http://www.nytimes.com/2003/05/25/us/a-player-called-money-wins-world-poker-title.html", Archived
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-36", ^
"https://portfolio.panynj.gov/2015/10/22/whats-in-a-name-eugenius-harvey-outerbridge/", "What's In A Name: Eugenius Harvey Outerbridge"
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-goldberg_37-0", Jump up to:
a
"https://en.wikipedia.org/wiki/Aptronym#cite_ref-goldberg_37-1", b
"https://www.reuters.com/article/us-usa-names/having-the-right-name-at-the-right-or-sometimes-wrong-time-idUSKCN1C425Q", "Having the right name at the right, or sometimes wrong, time"
